"Date","Open","High","Low","Close","Volume"
"2022-01-07",335.3500061035156,338.,310.0899963378906,314.0400085449219,174012812
"2022-01-14",309.4849853515625,323.4100036621094,303.75,310.20001220703125,193260851
"2022-01-21",304.07000732421875,313.90899658203125,295.6099853515625,296.0299987792969,181733045
"2022-01-28",292.20001220703125,308.5,276.04998779296875,308.260009765625,352537899
"2022-02-04",308.95001220703125,315.1199951171875,299.9599914550781,305.94000244140625,202857381
"2022-02-11",306.1700134277344,311.92999267578125,294.2200012207031,295.0400085449219,176800964
"2022-02-18",293.7699890136719,300.8699951171875,286.30499267578125,287.92999267578125,160446684
"2022-02-25",285.,297.6300048828125,271.5199890136719,297.30999755859375,169083691
"2022-03-04",294.30999755859375,303.1300048828125,287.1650085449219,289.8599853515625,157402366
"2022-03-11",288.5299987792969,289.69000244140625,270.,280.07000732421875,184358475
"2022-03-18",280.3399963378906,301.,275.82000732421875,300.42999267578125,176939419
"2022-03-25",298.8900146484375,305.5,294.8999938964844,303.67999267578125,128717220
"2022-04-01",304.3299865722656,315.95001220703125,304.3299865722656,309.4200134277344,148667745
"2022-04-08",310.0899963378906,315.1099853515625,296.2799987792969,296.9700012207031,143376031
"2022-04-14",291.7900085449219,292.6099853515625,279.32000732421875,279.8299865722656,115664768
"2022-04-22",278.9100036621094,293.29998779296875,273.3800048828125,274.0299987792969,124842772
"2022-04-29",273.2900085449219,290.9800109863281,270.,277.5199890136719,216395484
"2022-05-06",277.7099914550781,290.8800048828125,271.2699890136719,274.7300109863281,175769738
"2022-05-13",270.05999755859375,273.75,250.02000427246094,261.1199951171875,221997169
"2022-05-20",259.9549865722656,268.3299865722656,246.44000244140625,252.55999755859375,164627282
"2022-05-27",255.49000549316406,273.3399963378906,253.42999267578125,273.239990234375,142680141
"2022-06-03",272.5299987792969,277.69000244140625,261.6000061035156,270.0199890136719,135187036
"2022-06-10",272.05999755859375,274.17999267578125,252.52999877929688,252.99000549316406,120518929
"2022-06-17",245.11000061035156,255.3000030517578,241.50999450683594,247.64999389648438,184152944
"2022-06-24",250.2550048828125,267.9800109863281,249.50999450683594,267.70001220703125,115674192
"2022-07-01",268.2049865722656,268.29998779296875,252.89999389648438,259.5799865722656,126633760
"2022-07-08",256.1600036621094,269.05499267578125,254.74000549316406,267.6600036621094,87314678
"2022-07-15",265.6499938964844,266.5299987792969,245.94000244140625,256.7200012207031,139761854
"2022-07-22",259.75,265.3299865722656,253.3000030517578,260.3599853515625,113061843
"2022-07-29",260.9949951171875,282.,249.57000732421875,280.739990234375,172010083
"2022-08-05",277.82000732421875,283.79998779296875,272.3800048828125,282.9100036621094,102685912
"2022-08-12",284.04998779296875,291.9100036621094,277.6099853515625,291.9100036621094,109536514
"2022-08-19",291.,294.17999267578125,285.55999755859375,286.1499938964844,92198119
"2022-08-26",282.0799865722656,282.4599914550781,267.9800109863281,268.0899963378906,104858212
"2022-09-02",265.8500061035156,267.3999938964844,254.47000122070312,256.05999755859375,114016260
"2022-09-09",256.20001220703125,265.2300109863281,251.94000244140625,264.4599914550781,87868043
"2022-09-16",265.7799987792969,267.45001220703125,242.06300354003906,244.74000549316406,147336678
"2022-09-23",242.46499633789062,247.66000366210938,235.1999969482422,237.9199981689453,147349997
"2022-09-30",237.0449981689453,242.3300018310547,232.72999572753906,232.89999389648438,146921666
"2022-10-07",235.41000366210938,250.5800018310547,233.1699981689453,234.24000549316406,142125397
"2022-10-14",233.0500030517578,237.24000549316406,219.1300048828125,228.55999755859375,154871905
"2022-10-21",235.82000732421875,243.92999267578125,234.2899932861328,242.1199951171875,122568305
"2022-10-28",243.75999450683594,251.0399932861328,225.77999877929688,235.8699951171875,223443932
"2022-11-04",233.75999450683594,235.74000549316406,213.43099975585938,221.38999938964844,170779529
"2022-11-11",221.99000549316406,247.99000549316406,221.27999877929688,247.11000061035156,170431704
"2022-11-18",241.98500061035156,247.,237.6300048828125,241.22000122070312,137343796
"2022-11-25",241.42999267578125,248.6999969482422,240.7100067138672,247.49000549316406,74769633
"2022-12-02",246.0800018310547,256.1199951171875,238.2100067138672,255.02000427246094,137930867
