"Date","Open","High","Low","Close","Volume"
"2022-01-07",177.8300018310547,182.94000244140625,171.02999877929688,172.1699981689453,482162362
"2022-01-14",169.0800018310547,177.17999267578125,168.1699981689453,173.07000732421875,422655577
"2022-01-21",171.50999450683594,172.5399932861328,162.3000030517578,162.41000366210938,400253092
"2022-01-28",160.02000427246094,170.35000610351562,154.6999969482422,170.3300018310547,688670659
"2022-02-04",170.16000366210938,176.24000549316406,169.50999450683594,172.38999938964844,458553231
"2022-02-11",172.86000061035156,176.64999389648438,168.0399932861328,168.63999938964844,412902045
"2022-02-18",167.3699951171875,173.33999633789062,166.19000244140625,167.3000030517578,364011266
"2022-02-25",164.97999572753906,166.69000244140625,152.,164.85000610351562,414293767
"2022-03-04",163.05999755859375,168.91000366210938,161.97000122070312,163.1699981689453,418753837
"2022-03-11",163.36000061035156,165.02000427246094,154.5,154.72999572753906,521334165
"2022-03-18",151.4499969482422,164.47999572753906,150.10000610351562,163.97999572753906,503123638
"2022-03-25",163.50999450683594,175.27999877929688,163.01499938964844,174.72000122070312,446083607
"2022-04-01",172.1699981689453,179.61000061035156,171.94000244140625,174.30999755859375,465395123
"2022-04-08",174.57000732421875,178.49000549316406,169.1999969482422,170.08999633789062,393176709
"2022-04-14",168.7100067138672,171.27000427246094,165.0399932861328,165.2899932861328,297460188
"2022-04-22",163.9199981689453,171.52999877929688,161.5,161.7899932861328,376787780
"2022-04-29",161.1199951171875,166.1999969482422,155.3800048828125,157.64999389648438,541697170
"2022-05-06",156.7100067138672,166.47999572753906,153.27000427246094,157.27999877929688,566928216
"2022-05-13",154.9250030517578,156.74000549316406,138.8000030517578,147.11000061035156,686227375
"2022-05-20",145.5500030517578,149.77000427246094,132.61000061035156,137.58999633789062,548244690
"2022-05-27",137.7899932861328,149.67999267578125,137.13999938964844,149.63999938964844,495921758
"2022-06-03",149.07000732421875,151.74000549316406,144.4600067138672,145.3800048828125,338923395
"2022-06-10",147.02999877929688,149.8699951171875,137.05999755859375,137.1300048828125,354396344
"2022-06-17",132.8699951171875,137.33999633789062,129.0399932861328,131.55999755859375,541006195
"2022-06-24",133.4199981689453,141.91000366210938,133.32000732421875,141.66000366210938,315960327
"2022-07-01",142.69500732421875,143.49000549316406,133.7740020751953,138.92999267578125,373781666
"2022-07-08",137.77000427246094,147.5500030517578,136.92999267578125,147.0399932861328,278295402
"2022-07-15",145.6699981689453,150.86000061035156,142.1199951171875,150.1699981689453,366480107
"2022-07-22",150.74000549316406,156.27999877929688,146.6999969482422,154.08999633789062,360988692
"2022-07-29",154.00999450683594,163.6300048828125,150.8000030517578,162.50999450683594,370548915
"2022-08-05",161.00999450683594,167.19000244140625,159.6300048828125,165.35000610351562,322415021
"2022-08-12",166.3699951171875,172.1699981689453,163.25,172.10000610351562,318856922
"2022-08-19",171.52000427246094,176.14999389648438,171.30999755859375,171.52000427246094,322647151
"2022-08-26",169.69000244140625,171.0500030517578,163.55999755859375,163.6199951171875,307194601
"2022-09-02",161.14500427246094,162.89999389648438,154.6699981689453,155.80999755859375,390398905
"2022-09-09",156.47000122070312,157.82000732421875,152.67999267578125,157.3699951171875,314169270
"2022-09-16",159.58999633789062,164.25999450683594,148.3699951171875,150.6999969482422,568337936
"2022-09-23",149.30999755859375,158.74000549316406,148.55999755859375,150.42999267578125,473543283
"2022-09-30",149.66000366210938,154.72000122070312,138.,138.1999969482422,577537048
"2022-10-07",138.2100067138672,147.5399932861328,137.68499755859375,140.08999633789062,435940423
"2022-10-14",140.4199981689453,144.52000427246094,134.3699951171875,138.3800048828125,424188362
"2022-10-21",141.06500244140625,147.84800720214844,140.27000427246094,147.27000427246094,397216487
"2022-10-28",147.18499755859375,157.5,144.1300048828125,155.74000549316406,513092901
"2022-11-04",153.15499877929688,155.4499969482422,134.3800048828125,138.3800048828125,510660451
"2022-11-11",137.11000061035156,150.00999450683594,134.59300231933594,149.6999969482422,461034592
"2022-11-18",148.97000122070312,153.58999633789062,146.14999389648438,151.2899932861328,382679685
"2022-11-25",150.16000366210938,151.8300018310547,146.9250030517578,148.11000061035156,204025457
"2022-12-02",145.13999938964844,149.1300048828125,140.35499572753906,147.80999755859375,401189067
