"Date","Open","High","Low","Close","Volume"
"2022-01-07",134.07000732421875,142.1999969482422,132.50999450683594,134.8300018310547,36013766
"2022-01-14",134.47000122070312,136.1999969482422,127.97000122070312,134.2100067138672,32068799
"2022-01-21",132.9499969482422,133.89999389648438,129.27000427246094,129.35000610351562,20536341
"2022-01-28",127.98999786376953,137.33599853515625,124.19300079345703,134.5,52800401
"2022-02-04",134.08999633789062,138.82000732421875,132.3000030517578,137.14999389648438,27665550
"2022-02-11",137.4499969482422,138.35000610351562,132.3800048828125,132.69000244140625,23489144
"2022-02-18",132.58999633789062,132.64999389648438,123.61000061035156,124.3499984741211,26022824
"2022-02-25",124.19999694824219,125.,118.80999755859375,124.18000030517578,20460160
"2022-03-04",122.20999908447266,127.3499984741211,120.69999694824219,126.62000274658203,26131658
"2022-03-11",126.47000122070312,128.34500122070312,123.125,123.95999908447266,23784887
"2022-03-18",124.44999694824219,128.92999267578125,122.68499755859375,128.75999450683594,22741442
"2022-03-25",129.,131.39999389648438,127.4000015258789,131.35000610351562,15502185
"2022-04-01",130.82000732421875,133.0800018310547,128.05999755859375,130.14999389648438,19183786
"2022-04-08",130.25999450683594,131.22999572753906,126.7300033569336,127.7300033569336,16557964
"2022-04-14",127.94999694824219,130.5800018310547,124.91000366210938,126.55999755859375,15342641
"2022-04-22",126.5999984741211,141.8800048828125,125.52999877929688,138.25,47145614
"2022-04-29",137.58999633789062,139.8699951171875,132.,132.2100067138672,24629305
"2022-05-06",133.,137.99000549316406,130.88999938964844,137.6699981689453,27098455
"2022-05-13",134.41000366210938,136.34500122070312,128.42999267578125,133.60000610351562,31171489
"2022-05-20",133.10000610351562,138.3699951171875,125.80000305175781,128.47999572753906,27360441
"2022-05-27",129.5,139.73899841308594,129.4199981689453,139.27000427246094,19618090
"2022-06-03",138.1999969482422,142.57899475097656,136.80999755859375,141.17999267578125,19861566
"2022-06-10",142.97999572753906,144.72999572753906,135.25,136.19000244140625,18914084
"2022-06-17",133.97000122070312,138.4499969482422,132.85000610351562,135.02000427246094,34055621
"2022-06-24",135.89999389648438,142.3699951171875,135.89999389648438,142.05999755859375,23921844
"2022-07-01",142.25999450683594,144.15499877929688,139.25999450683594,141.1199951171875,21052787
"2022-07-08",139.97000122070312,141.3249969482422,135.27000427246094,140.47000122070312,16229131
"2022-07-15",140.6199951171875,141.8699951171875,135.02000427246094,139.9199981689453,21089228
"2022-07-22",140.14999389648438,140.30999755859375,125.12999725341797,128.25,66246811
"2022-07-29",128.44000244140625,131.,127.58000183105469,130.7899932861328,22223785
"2022-08-05",130.75,132.86199951171875,130.50999450683594,132.47999572753906,17400572
"2022-08-12",133.10000610351562,134.08999633789062,129.1199951171875,134.00999450683594,17254110
"2022-08-19",132.9600067138672,139.33999633789062,132.24000549316406,138.3699951171875,17105977
"2022-08-26",137.64999389648438,137.85000610351562,130.33999633789062,130.3800048828125,16982107
"2022-09-02",129.99000549316406,131.4199981689453,127.23999786376953,127.79000091552734,15118273
"2022-09-09",127.80000305175781,129.49000549316406,126.27999877929688,129.19000244140625,12006599
"2022-09-16",130.3300018310547,130.99000549316406,123.83000183105469,127.2699966430664,27107187
"2022-09-23",126.48999786376953,128.05999755859375,121.73999786376953,122.70999908447266,19451077
"2022-09-30",122.30000305175781,124.26000213623047,118.61000061035156,118.80999755859375,22265241
"2022-10-07",120.16000366210938,126.45999908447266,118.06999969482422,118.81999969482422,21614952
"2022-10-14",119.79000091552734,122.54000091552734,115.54499816894531,120.04000091552734,22973512
"2022-10-21",121.80000305175781,130.84500122070312,121.43000030517578,129.89999389648438,37309868
"2022-10-28",130.89999389648438,138.86099243164062,129.85000610351562,138.50999450683594,26667185
"2022-11-04",138.05999755859375,140.1699981689453,133.97000122070312,136.9600067138672,22491556
"2022-11-11",136.63999938964844,144.1300048828125,136.50999450683594,143.1699981689453,25066114
"2022-11-18",142.6300048828125,148.30999755859375,142.,147.63999938964844,22034930
"2022-11-25",147.5500030517578,150.4600067138672,146.4499969482422,148.3699951171875,16271883
"2022-12-02",147.97999572753906,150.00999450683594,145.6699981689453,148.6699981689453,20066941
