Date,Open,High,Low,Close,Adj Close,Volume
2019-05-01,31.500000,32.889999,23.600000,24.920000,24.920000,182633200
2019-06-01,24.980000,29.809999,23.910000,27.219999,27.219999,77491900
2019-07-01,27.600000,29.590000,25.320000,28.990000,28.990000,55279600
2019-08-01,28.990000,36.830002,27.910000,34.419998,34.419998,138660000
2019-09-01,33.930000,34.669998,25.139999,26.450001,26.450001,100061900
2019-10-01,26.559999,28.040001,24.270000,25.139999,25.139999,208345900
2019-11-01,19.629999,21.280001,18.375999,19.480000,19.480000,259431000
2019-12-01,19.500000,19.510000,17.389999,18.639999,18.639999,167527400
2020-01-01,18.799999,24.049999,18.219999,22.030001,22.030001,279202100
2020-02-01,22.059999,27.250000,18.920000,19.500000,19.500000,356522600
2020-03-01,19.903000,20.180000,10.100000,15.440000,15.440000,282659000
2020-04-01,14.600000,21.559999,13.380000,20.660000,20.660000,233323400
2020-05-01,19.969999,22.080000,15.820000,20.290001,20.290001,311530800
2020-06-01,20.150000,24.350000,19.910000,22.170000,22.170000,313901500
2020-07-01,22.530001,34.500000,22.459999,34.290001,34.290001,363501000
2020-08-01,34.599998,38.230000,32.509998,36.790001,36.790001,357851400
2020-09-01,36.869999,42.560001,32.490002,41.509998,41.509998,330990500
2020-10-01,42.290001,68.930000,41.599998,58.950001,58.950001,532107600
2020-11-01,59.000000,70.629997,52.060001,70.019997,70.019997,300335500
2020-12-01,70.910004,75.441002,65.010002,65.900002,65.900002,188114800
2021-01-01,66.000000,76.879997,62.150002,68.510002,68.510002,200465700
2021-02-01,69.610001,89.900002,68.550003,80.580002,80.580002,310672800
2021-03-01,82.570000,85.099998,60.330002,74.029999,74.029999,275292500
2021-04-01,75.769997,88.830002,65.360001,66.370003,66.370003,319388900
2021-05-01,66.709999,67.370003,53.939999,65.300003,65.300003,257946400
2021-06-01,66.000000,79.279999,62.020000,78.949997,78.949997,206532400
2021-07-01,79.389999,81.769997,58.009998,58.900002,58.900002,266928800
2021-08-01,59.305000,60.939999,51.950001,55.570000,55.570000,233707100
2021-09-01,55.520000,58.160000,50.310001,50.950001,50.950001,145188500
2021-10-01,52.310001,66.000000,44.040001,44.639999,44.639999,369202200
2021-11-01,44.500000,49.095001,39.340000,40.060001,40.060001,218617500
2021-12-01,40.049999,41.230000,34.070000,36.349998,36.349998,211470200
2022-01-01,36.799999,36.950001,25.969999,29.559999,29.559999,254194900
2022-02-01,29.610001,30.268000,22.309999,26.750000,26.750000,341131600
2022-03-01,26.610001,26.940001,21.920000,24.610001,24.610001,230373600
2022-04-01,24.730000,27.950001,18.320000,20.520000,20.520000,267365100
2022-05-01,20.559999,24.308001,16.139999,19.650000,19.650000,382472400
2022-06-01,19.719999,21.990000,16.920000,18.160000,18.160000,320427500
2022-07-01,18.150000,21.674999,16.775000,19.480000,19.480000,324269000
2022-08-01,19.139999,24.250999,18.980000,23.040001,23.040001,363165300
2022-09-01,22.799999,25.910000,21.240000,23.299999,23.299999,299612500
2022-10-01,23.780001,26.320000,20.622000,24.600000,24.600000,338931100
2022-11-01,25.010000,26.370001,21.059999,25.420000,25.420000,251715200
2022-12-01,25.110001,26.889999,22.080000,24.280001,24.280001,226234200
2023-01-01,25.230000,27.650000,22.555000,26.290001,26.290001,204999300
2023-02-01,26.309999,29.170000,23.799999,25.110001,25.110001,295500400
2023-03-01,25.080000,29.270000,22.950001,27.270000,27.270000,247631600
2023-04-01,27.870001,28.455000,27.125000,28.250000,28.250000,39431500
2023-04-06,27.370001,28.455000,27.209999,28.250000,28.250000,9221235
