Date,Open,High,Low,Close,Adj Close,Volume
2021-04-05,189.800003,190.330002,185.630005,187.889999,187.889999,20091000
2021-04-12,187.750000,190.399994,184.600006,187.259995,187.259995,39294900
2021-04-19,187.509995,190.330002,178.860001,183.020004,183.020004,40245600
2021-04-26,183.960007,186.320007,182.750000,186.020004,186.020004,30072200
2021-05-03,187.690002,189.220001,179.809998,184.839996,184.839996,34347100
2021-05-10,185.699997,186.970001,168.779999,173.699997,173.699997,73595600
2021-05-17,172.699997,173.119995,167.100006,172.399994,172.399994,52930000
2021-05-24,172.449997,180.139999,171.750000,178.649994,178.649994,44215200
2021-05-31,180.179993,181.009995,175.419998,177.179993,177.179993,27254600
2021-06-07,177.970001,178.490005,175.190002,177.380005,177.380005,26346000
2021-06-14,177.649994,178.869995,172.119995,172.419998,172.419998,47664500
2021-06-21,172.130005,179.089996,171.309998,178.350006,178.350006,41449400
2021-06-28,178.500000,178.660004,173.339996,177.110001,177.110001,47848000
2021-07-05,176.759995,177.520004,169.809998,177.039993,177.039993,33148600
2021-07-12,177.710007,186.289993,177.369995,179.309998,179.309998,59373200
2021-07-19,175.710007,177.899994,172.160004,176.139999,176.139999,40166400
2021-07-26,175.619995,181.419998,175.139999,176.020004,176.020004,31274500
2021-08-02,177.220001,178.820007,170.919998,177.130005,177.130005,35813700
2021-08-09,177.000000,187.580002,175.059998,181.080002,181.080002,59469800
2021-08-16,180.509995,180.589996,172.559998,175.119995,175.119995,39062900
2021-08-23,177.080002,180.539993,175.910004,180.139999,180.139999,31384900
2021-08-30,180.500000,185.300003,178.529999,181.000000,181.000000,35684100
2021-09-06,181.020004,187.580002,180.050003,184.119995,184.119995,32099800
2021-09-13,185.119995,185.899994,181.100006,183.470001,183.470001,34650800
2021-09-20,179.740005,182.229996,169.029999,176.000000,176.000000,59252800
2021-09-27,176.630005,179.449997,169.100006,176.009995,176.009995,49271900
2021-10-04,175.559998,179.630005,171.550003,176.740005,176.740005,31916200
2021-10-11,176.020004,178.889999,170.940002,176.460007,176.460007,43543500
2021-10-18,172.360001,173.339996,168.600006,169.419998,169.419998,55265200
2021-10-25,169.899994,173.119995,168.149994,169.070007,169.070007,38186900
2021-11-01,169.210007,176.990005,168.369995,175.630005,175.630005,46154100
2021-11-08,178.690002,179.250000,158.330002,159.630005,159.630005,116928600
2021-11-15,160.089996,160.720001,152.770004,154.000000,154.000000,82761200
2021-11-22,153.229996,155.820007,145.850006,148.110001,148.110001,56324700
2021-11-29,148.809998,149.300003,142.039993,146.220001,146.220001,96864700
2021-12-06,147.279999,154.660004,146.669998,152.710007,152.710007,63991500
2021-12-13,152.119995,152.500000,146.570007,148.759995,148.759995,58229900
2021-12-20,146.979996,154.190002,145.080002,153.630005,153.630005,36376100
2021-12-27,152.880005,157.070007,151.399994,154.889999,154.889999,42336300
2022-01-03,155.830002,160.320007,153.679993,157.830002,157.830002,59726800
2022-01-10,157.979996,158.990005,148.419998,151.940002,151.940002,50223700
2022-01-17,151.110001,153.130005,136.630005,137.380005,137.380005,67084900
2022-01-24,134.820007,138.690002,129.259995,138.630005,138.630005,82609400
2022-01-31,138.860001,144.690002,138.470001,142.020004,142.020004,46170400
2022-02-07,143.389999,157.500000,140.740005,149.470001,149.470001,103522100
2022-02-14,149.369995,156.729996,149.210007,151.360001,151.360001,56972900
2022-02-21,150.190002,150.789993,140.000000,149.529999,149.529999,44152900
2022-02-28,147.830002,149.479996,139.550003,140.720001,140.720001,48591100
2022-03-07,140.279999,140.889999,129.289993,131.750000,131.750000,61280400
2022-03-14,130.979996,140.729996,128.380005,140.300003,140.300003,48569800
2022-03-21,138.899994,142.190002,136.880005,139.139999,139.139999,38171400
2022-03-28,138.880005,144.460007,135.529999,137.000000,137.000000,50306700
2022-04-04,136.970001,139.259995,130.020004,131.869995,131.869995,45109100
2022-04-11,130.039993,133.589996,130.039993,130.470001,130.470001,32778900
2022-04-18,130.070007,133.190002,118.150002,118.269997,118.269997,97965300
2022-04-25,117.660004,120.330002,111.360001,111.629997,111.629997,88259100
2022-05-02,111.709999,116.440002,108.300003,110.290001,110.290001,62183900
2022-05-09,108.110001,110.739998,99.470001,107.330002,107.330002,113614000
2022-05-16,107.459999,108.790001,100.050003,102.419998,102.419998,62570600
2022-05-23,103.760002,109.370003,100.129997,109.320000,109.320000,64368300
2022-05-30,110.000000,112.849998,107.910004,108.669998,108.669998,47701800
2022-06-06,109.750000,110.190002,99.379997,99.400002,99.400002,45505400
2022-06-13,97.610001,97.610001,93.099998,94.339996,94.339996,70137300
2022-06-20,94.900002,98.570000,92.010002,97.779999,97.779999,51083300
2022-06-27,98.220001,100.400002,92.540001,96.139999,96.139999,57786200
2022-07-04,94.260002,98.190002,92.309998,95.860001,95.860001,34831200
2022-07-11,95.000000,95.339996,90.230003,95.199997,95.199997,54408500
2022-07-18,96.360001,104.570000,95.309998,102.720001,102.720001,55641300
2022-07-25,102.779999,106.339996,99.559998,106.099998,106.099998,41048400
2022-08-01,104.870003,109.699997,103.860001,106.629997,106.629997,45528100
2022-08-08,108.209999,123.269997,107.029999,121.570000,121.570000,120540900
2022-08-15,121.000000,126.480003,119.480003,120.139999,120.139999,64422900
2022-08-22,117.699997,118.370003,113.889999,114.070000,114.070000,41325300
2022-08-29,112.540001,114.750000,110.029999,111.199997,111.199997,38479500
2022-09-05,111.769997,115.529999,108.519997,115.180000,115.180000,35737600
2022-09-12,116.139999,117.489998,106.959999,108.250000,108.250000,52757000
2022-09-19,107.529999,109.220001,98.019997,99.500000,99.500000,47643600
2022-09-26,98.949997,100.660004,94.279999,94.330002,94.330002,57546200
2022-10-03,95.730003,101.519997,94.500000,97.160004,97.160004,41039400
2022-10-10,97.589996,98.089996,90.709999,94.449997,94.449997,43816900
2022-10-17,96.379997,102.300003,96.260002,102.040001,102.040001,45754100
2022-10-24,102.120003,107.430000,100.120003,105.949997,105.949997,41037100
2022-10-31,105.660004,108.839996,98.110001,99.580002,99.580002,46368000
2022-11-07,100.879997,101.970001,86.279999,95.010002,95.010002,159856700
2022-11-14,95.849998,97.180000,90.849998,91.800003,91.800003,69855700
2022-11-21,100.120003,100.889999,94.680000,98.870003,98.870003,118194700
2022-11-28,98.209999,99.690002,93.870003,99.430000,99.430000,68697200
2022-12-05,98.239998,99.160004,91.260002,93.379997,93.379997,52073400
2022-12-12,93.730003,97.389999,88.809998,90.080002,90.080002,90869800
2022-12-19,89.440002,89.459999,84.690002,88.010002,88.010002,71807500
2022-12-26,87.419998,88.239998,84.070000,86.879997,86.879997,60237000
2023-01-02,88.980003,94.690002,87.830002,93.919998,93.919998,51405000
2023-01-09,94.430000,100.629997,93.449997,99.400002,99.400002,59342200
2023-01-16,100.320000,103.589996,97.120003,103.480003,103.480003,51822200
2023-01-23,103.290001,110.580002,102.000000,109.540001,109.540001,49547900
2023-01-30,108.260002,113.529999,106.900002,110.709999,110.709999,52341400
2023-02-06,110.169998,118.180000,107.209999,108.059998,108.059998,112223600
2023-02-13,108.099998,109.269997,103.879997,105.220001,105.220001,50237700
2023-02-20,103.550003,103.730003,98.959999,100.300003,100.300003,40031100
2023-02-27,100.730003,101.470001,97.419998,101.139999,101.139999,37978700
2023-03-06,101.610001,102.699997,92.830002,93.570000,93.570000,41633700
2023-03-13,91.889999,94.559998,90.459999,93.199997,93.199997,54639200
2023-03-20,93.430000,97.930000,93.000000,94.080002,94.080002,41815700
2023-03-27,94.779999,100.199997,94.379997,100.129997,100.129997,35383700
2023-04-03,100.209999,100.430000,98.550003,99.970001,99.970001,28897100
2023-04-06,99.440002,100.320000,98.559998,99.970001,99.970001,7025964
