Date,Open,High,Low,Close,Adj Close,Volume
2021-04-05,281.459991,285.989990,273.350006,279.200012,279.200012,2541100
2021-04-12,277.380005,300.940002,271.260010,292.019989,292.019989,4586400
2021-04-19,287.000000,291.660004,260.609985,284.109985,284.109985,8210400
2021-04-26,278.119995,299.484985,251.960007,252.119995,252.119995,16769700
2021-05-03,255.419998,258.600006,230.300003,239.410004,239.410004,9500600
2021-05-10,235.419998,237.470001,214.154999,223.589996,223.589996,9786200
2021-05-17,222.960007,231.559998,211.100006,229.139999,229.139999,6747700
2021-05-24,229.660004,246.300003,228.330002,241.570007,241.570007,5395200
2021-05-31,243.500000,246.330002,231.524994,236.169998,236.169998,4317600
2021-06-07,235.869995,251.820007,235.869995,243.660004,243.660004,6542600
2021-06-14,245.000000,253.410995,236.460007,247.639999,247.639999,6553800
2021-06-21,247.500000,268.290009,242.039993,266.380005,266.380005,7027900
2021-06-28,268.000000,280.540009,265.089996,267.829987,267.829987,5011500
2021-07-05,266.980011,269.649994,250.309998,262.829987,262.829987,3319100
2021-07-12,263.549988,267.760010,242.270004,243.240005,243.240005,5709600
2021-07-19,239.000000,249.750000,237.190002,243.639999,243.639999,5667000
2021-07-26,238.000000,241.660004,213.110001,228.669998,228.669998,15269400
2021-08-02,228.720001,230.880005,214.994995,221.970001,221.970001,10051000
2021-08-09,223.479996,227.429993,210.149994,211.479996,211.479996,9602200
2021-08-16,210.300003,218.139999,201.677994,216.639999,216.639999,7446000
2021-08-23,217.399994,227.820007,217.399994,226.020004,226.020004,5548500
2021-08-30,226.279999,255.904999,225.945007,249.039993,249.039993,8220900
2021-09-06,260.940002,263.589996,245.419998,247.759995,247.759995,5349500
2021-09-13,245.979996,248.389999,236.660004,248.100006,248.100006,4772600
2021-09-20,240.520004,240.912994,225.494995,230.199997,230.199997,5194100
2021-09-27,228.839996,235.600006,218.509995,229.330002,229.330002,5230600
2021-10-04,229.990005,238.410004,218.660004,232.880005,232.880005,4116800
2021-10-11,233.869995,249.610001,230.440002,247.399994,247.399994,4186600
2021-10-18,247.229996,263.040009,245.490005,252.960007,252.960007,4637700
2021-10-25,252.059998,293.320007,250.580002,289.399994,289.399994,11659200
2021-11-01,295.399994,305.600006,285.000000,289.049988,289.049988,7322900
2021-11-08,287.000000,289.859985,266.369995,280.559998,280.559998,8147800
2021-11-15,281.809998,286.600006,258.070007,259.549988,259.549988,5594500
2021-11-22,258.649994,264.135010,237.059998,250.889999,250.889999,6092200
2021-11-29,250.850006,251.449997,221.149994,228.800003,228.800003,8283300
2021-12-06,228.949997,245.809998,225.210007,233.259995,233.259995,5311400
2021-12-13,232.880005,237.449997,216.000000,235.279999,235.279999,7710500
2021-12-20,230.750000,240.919998,226.619995,236.630005,236.630005,3622900
2021-12-27,236.710007,241.539993,228.100006,234.029999,234.029999,4706900
