Date,Open,High,Low,Close,Adj Close,Volume
2022-04-08,63.480000,64.040001,63.160000,63.830002,61.994869,12703500
2022-04-11,63.910000,64.300003,63.639999,63.810001,61.975445,12720100
2022-04-12,64.379997,64.809998,63.889999,64.559998,62.703884,18089900
2022-04-13,64.440002,64.870003,64.230003,64.730003,62.868992,11883000
2022-04-14,64.959999,65.570000,64.820000,65.019997,63.150650,16388400
2022-04-18,64.769997,65.180000,64.180000,64.440002,62.587334,11679400
2022-04-19,64.500000,65.250000,64.440002,65.070000,63.199219,11993800
2022-04-20,65.440002,66.239998,65.400002,65.959999,64.063637,14827100
2022-04-21,65.980003,67.000000,65.720001,66.209999,64.306435,15120400
2022-04-22,66.080002,66.339996,65.180000,65.250000,63.374039,14902200
2022-04-25,67.000000,67.199997,64.779999,65.940002,64.044212,25082000
2022-04-26,65.519997,66.370003,65.040001,65.050003,63.179798,21982600
2022-04-27,65.000000,66.279999,65.000000,65.559998,63.675133,16971000
2022-04-28,64.660004,66.279999,64.500000,66.190002,64.287018,22010600
2022-04-29,65.870003,66.029999,64.489998,64.610001,62.752441,20137100
2022-05-02,65.279999,65.309998,62.580002,63.439999,61.616077,24970300
2022-05-03,63.720001,63.939999,62.669998,63.080002,61.266434,21686300
2022-05-04,63.000000,65.120003,62.939999,65.029999,63.160370,19780200
2022-05-05,64.690002,65.029999,64.010002,64.510002,62.655319,20155200
2022-05-06,64.199997,65.309998,64.070000,64.739998,62.878704,18984000
2022-05-09,64.470001,65.360001,64.040001,64.610001,62.752441,20055300
2022-05-10,64.500000,65.320000,63.849998,64.010002,62.169693,21322200
2022-05-11,64.330002,65.199997,63.959999,64.309998,62.461063,19648400
2022-05-12,64.160004,64.529999,63.209999,64.510002,62.655319,22574700
2022-05-13,64.809998,65.800003,64.120003,65.720001,63.830532,16167000
2022-05-16,65.440002,66.379997,65.440002,65.959999,64.063637,13223200
2022-05-17,66.099998,66.099998,65.010002,65.779999,63.888802,21300600
2022-05-18,65.419998,65.519997,60.959999,61.200001,59.440483,31437300
2022-05-19,60.959999,60.959999,59.660000,60.000000,58.274982,31493900
2022-05-20,60.490002,61.240002,59.660000,60.980000,59.226807,29133800
2022-05-23,61.650002,63.099998,61.590000,62.860001,61.052757,19406900
2022-05-24,62.880001,64.190002,62.750000,64.019997,62.179401,16154200
2022-05-25,64.000000,64.470001,63.599998,64.070000,62.227966,15360500
2022-05-26,64.070000,65.099998,63.959999,64.300003,62.451359,16159800
2022-05-27,64.260002,64.830002,64.139999,64.680000,62.820431,17709000
2022-05-31,64.080002,64.320000,63.049999,63.380001,61.557804,43159000
2022-06-01,63.419998,63.680000,62.130001,63.070000,61.256721,15408300
2022-06-02,63.180000,63.740002,62.110001,63.730000,61.897743,14586000
2022-06-03,63.570000,63.630001,62.810001,62.970001,61.159595,13539900
2022-06-06,63.330002,63.770000,62.660000,62.869999,61.062469,15112800
2022-06-07,62.380001,63.369999,62.220001,63.250000,61.431541,17886300
2022-06-08,62.990002,63.209999,62.560001,62.889999,61.081890,10211500
2022-06-09,62.869999,63.349998,61.779999,61.799999,60.023232,13382200
2022-06-10,61.009998,61.889999,60.459999,61.410000,59.644440,14967600
2022-06-13,60.750000,62.290001,60.669998,61.340000,59.576458,23064200
2022-06-14,60.730000,60.889999,58.660000,59.230000,57.942749,24620000
2022-06-15,60.000000,60.639999,58.970001,59.669998,58.373188,19684700
2022-06-16,58.639999,59.520000,58.250000,59.070000,57.786224,15053800
2022-06-17,59.700001,60.130001,59.130001,59.430000,58.138405,34781900
2022-06-21,59.490002,60.880001,59.009998,60.700001,59.380802,17705000
2022-06-22,60.599998,61.450001,60.320000,61.150002,59.821022,15207100
2022-06-23,61.299999,61.910000,61.230000,61.880001,60.535156,17190900
2022-06-24,62.110001,63.060001,62.110001,63.040001,61.669952,18147100
2022-06-27,62.980000,63.290001,62.630001,62.910000,61.542770,12142100
2022-06-28,63.080002,63.759998,62.110001,62.279999,60.926464,13150100
2022-06-29,62.540001,63.110001,62.430000,62.730000,61.366684,11795500
2022-06-30,62.320000,63.110001,62.160000,62.910000,61.542770,15514200
2022-07-01,63.119999,64.449997,62.820000,64.379997,62.980824,15143200
2022-07-05,64.180000,64.180000,62.419998,63.279999,61.904732,15921200
2022-07-06,63.599998,64.089996,63.189999,63.410000,62.031902,13450500
2022-07-07,63.259998,63.580002,62.700001,62.910000,61.542770,14828400
2022-07-08,63.029999,63.419998,62.880001,63.139999,61.767773,11311500
2022-07-11,62.990002,63.459999,62.590000,62.939999,61.572117,12702100
2022-07-12,63.000000,63.450001,62.470001,62.669998,61.307987,14731100
2022-07-13,62.330002,63.000000,61.980000,62.380001,61.024292,13145300
2022-07-14,61.330002,62.250000,61.299999,62.180000,60.828636,14433000
2022-07-15,62.750000,62.970001,62.070000,62.500000,61.141682,21968400
2022-07-18,62.520000,62.560001,61.509998,61.650002,60.310158,10780800
2022-07-19,62.090000,62.650002,61.930000,62.529999,61.171028,10998200
2022-07-20,62.400002,62.580002,61.150002,61.500000,60.163418,11010500
2022-07-21,61.259998,61.880001,60.790001,61.360001,60.026459,11959600
2022-07-22,61.380001,61.869999,61.320000,61.590000,60.251461,11644700
2022-07-25,61.549999,62.299999,61.310001,62.189999,60.838417,14941700
2022-07-26,62.750000,63.799999,62.529999,63.209999,61.836250,20118000
