Date,Open,High,Low,Close,Adj Close,Volume
2013-05-01,62.880001,67.889999,62.799999,63.080002,57.345577,202249600
2013-06-01,63.060001,65.550003,61.820000,63.150002,57.409214,151203100
2013-07-01,63.840000,67.360001,62.570000,64.650002,58.772865,132449900
2013-08-01,65.160004,67.160004,60.410000,60.830002,55.300121,161728900
2013-09-01,61.419998,67.650002,60.520000,64.489998,58.627399,207271000
2013-10-01,64.370003,69.870003,63.099998,68.589996,62.354679,149885600
2013-11-01,68.709999,71.690002,66.720001,70.540001,64.127419,127300800
2013-12-01,70.790001,76.540001,68.800003,76.400002,69.454697,139787700
2014-01-01,76.040001,76.839996,71.120003,72.610001,66.824150,144225600
2014-02-01,72.660004,81.589996,69.849998,80.809998,74.370750,159959800
2014-03-01,80.300003,83.650002,77.279999,80.070000,73.689720,147818100
2014-04-01,80.389999,82.849998,76.309998,79.339996,73.017883,141470400
2014-05-01,79.349998,84.389999,79.209999,84.010002,77.315765,135289000
2014-06-01,84.269997,86.070000,81.800003,85.739998,78.907898,129981800
2014-07-01,85.809998,87.629997,84.870003,85.879997,79.036758,120676600
2014-08-01,85.389999,91.139999,85.209999,89.879997,82.718018,119719000
2014-09-01,90.180000,91.199997,87.360001,89.029999,81.935745,112146900
2014-10-01,89.080002,91.980003,78.540001,91.379997,84.098503,196405200
2014-11-01,91.239998,92.959999,88.650002,92.510002,85.138443,129883200
2014-12-01,92.629997,95.930000,90.129997,94.190002,86.684578,145232700
2015-01-01,94.910004,96.430000,90.830002,90.959999,84.775940,139500600
2015-02-01,91.300003,105.980003,90.059998,104.080002,97.003952,150289300
2015-03-01,104.349998,108.940002,102.870003,104.889999,97.758881,127784500
2015-04-01,105.430000,111.660004,104.250000,108.720001,101.328506,118683000
2015-05-01,109.949997,113.300003,107.669998,110.370003,102.866318,121219000
2015-06-01,111.480003,115.279999,107.650002,114.139999,106.380005,132415500
2015-07-01,114.949997,120.720001,114.269997,120.000000,111.841614,128648900
2015-08-01,120.879997,122.080002,90.000000,101.879997,95.505775,409039800
2015-09-01,99.309998,105.949997,97.769997,102.199997,95.805756,191307900
