"Date","Open","High","Low","Close","Volume"
"2022-01-03",335.3500061035156,338.,329.7799987792969,334.75,28918013
"2022-01-04",334.8299865722656,335.20001220703125,326.1199951171875,329.010009765625,32674306
"2022-01-05",325.8599853515625,326.07000732421875,315.9800109863281,316.3800048828125,40054327
"2022-01-06",313.1499938964844,318.70001220703125,311.489990234375,313.8800048828125,39646148
"2022-01-07",314.1499938964844,316.5,310.0899963378906,314.0400085449219,32720018
"2022-01-10",309.4849853515625,314.7200012207031,304.69000244140625,314.2699890136719,44289467
"2022-01-11",313.3800048828125,316.6099853515625,309.8900146484375,314.9800109863281,29386774
"2022-01-12",319.6700134277344,323.4100036621094,317.0799865722656,318.2699890136719,34372217
"2022-01-13",320.46600341796875,320.8800048828125,304.,304.79998779296875,45365979
"2022-01-14",304.25,310.82000732421875,303.75,310.20001220703125,39846414
"2022-01-18",304.07000732421875,309.79998779296875,301.739990234375,302.6499938964844,42434112
"2022-01-19",306.2900085449219,313.90899658203125,302.70001220703125,303.3299865722656,45933855
"2022-01-20",309.07000732421875,311.64898681640625,301.1400146484375,301.6000061035156,35380675
"2022-01-21",302.68499755859375,304.1099853515625,295.6099853515625,296.0299987792969,57984403
"2022-01-24",292.20001220703125,297.1099853515625,276.04998779296875,296.3699951171875,86035393
"2022-01-25",291.5199890136719,294.989990234375,285.1700134277344,288.489990234375,72848638
"2022-01-26",307.9849853515625,308.5,293.0299987792969,296.7099914550781,90428853
"2022-01-27",302.6600036621094,307.29998779296875,297.92999267578125,299.8399963378906,53481317
"2022-01-28",300.2300109863281,308.4800109863281,294.45001220703125,308.260009765625,49743698
"2022-01-31",308.95001220703125,312.3800048828125,306.3699951171875,310.9800109863281,46444536
"2022-02-01",310.4100036621094,310.6300048828125,305.1289978027344,308.760009765625,40950396
"2022-02-02",309.6300048828125,315.1199951171875,308.8800048828125,313.4599914550781,36635989
"2022-02-03",309.489990234375,311.2300109863281,299.9599914550781,301.25,43729972
